HITId,Input.babel_id1,Input.babel_id2,Input.babel_jaccard,Input.babel_edit,Input.babel_bert,Input.mrpc_quality,Input.mrpc_id1,Input.mrpc_id2,Input.permutation,babel_answer,mrpc_answer,att_answer,babel_sent1,babel_sent2,mrpc_sent1,mrpc_sent2,att_sent1,att_sent2,most_equiv,least_equiv,best_example
3B9J25CZ24CY4CAPN00U6NORQKLCS9,382,90,0.7619047619047621,16,1,1,62786,62543,ABM,5,5,0,The loss of John 's life resulted from him not being able to take a breath.,Not being able to inhale air caused John 's death.,"The statement said Mr Turner transferred 10 million shares of the stock to a charitable trust , which then sold them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .,"If someone was suing me, what would happen if I didn't show up to the court hearing?",I put the cake away in the refrigerator.,M,A,B
31N9JPQXIOHS57T01WX9IKB1GDIHNB,214,361,0.7619047619047621,12,1,1,1707805,1707851,AMB,5,3,0,The end of the life of John was due to his inability to take a breath.,John 's death resulted from him being unable to take a breath.,"Sales as measured by volume , a key gauge of financial health in the beverage sector , grew 5 percent in the quarter .","Coke 's unit case volume , a key measure of financial health in the beverage sector , grew 5 percent in the quarter .",What is the economics of recycled paper production and its advantages over paper produced from trees?,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size.",B,A,B
367O8HRHKF7V98XAULUCNPC3Y74S4C,363,88,0.75,14,1,1,2250251,2250205,MAB,2,1,0,John 's death resulted from him not being able to breathe.,Not being able to take a breath caused the end of John 's life.,""" I expect Japan to keep conducting intervention , but the volume is likely to fall sharply , "" said Junya Tanase , forex strategist at JP Morgan Chase .","Junya Tanase , forex strategist at JP Morgan Chase , said "" I expect Japan to keep conducting intervention , but the volume is likely to fall sharply . """,How hard is it for a good Java developer with several years experience and an MSc to immigrate to Australia?,The foxes are getting in at night and attacking the chickens.,A,A,A
3YZ7A3YHR4SD5R1A8QDMSHIHY3ZS5H,337,378,0.75,12,0,1,673735,673507,MBA,5,5,0,John 's inability to take a breath resulted in him becoming dead.,The loss of John 's life resulted from him being unable to breathe.,Customers can use Release Candidate 1 of Exchange Server 2003--available Monday--as a stepping stone to the final release this summer .,"Customers can deploy Release Candidate 1 of Exchange Server 2003 , which is available Monday , as a stepping stone toward the final release , which is due this summer .",What is the best hypothesis on how the pyramids were built?,"Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.",B,A,M
36FFXPMST8NANSTC2BXMX9B66NNHOQ,405,26,0.75,10,1,1,2515727,2515696,BAM,5,5,0,Being unable to inhale air made John lose his life.,John 's life ended because he could not inhale air.,"An outspoken opponent of terrorism , Said 's key political allies were Palestinian intellectuals and civic leaders outside the Arafat-dominated PLO and Palestinian Authority .","An outspoken opponent of terrorism , Professor Said 's principal political allies were among the Palestinian intellectuals and civic leaders who have stood aside from the Arafat-dominated PLO and Palestinian Authority .",Can someone provide a gigantic family tree from Adam and Eve to Jesus to 2016?,Jane knocked on Susan's door but she did not get an answer.,B,A,M
374UMBUHN4OZJCN4C05KGSKDS3ZCTY,250,52,0.736842105263158,16,1,1,3037352,3037382,BMA,5,2,0,The end of the life of John was the result of his inability to take a breath.,Not being able to take a breath caused John to die.,"Voters in Cleveland Heights , Ohio , approved a proposal allowing same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners .","Voters in Cleveland Heights , Ohio , were asked to decide whether to allow same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners .",What is the process to determine the density of aluminum and how does tin compare?,Bob was playing cards with Adam and was way ahead.,B,A,B
3PR3LXCWSEY42VPL5QWQ354BZEK9XX,363,94,0.736842105263158,13,1,1,468109,467921,ABM,5,3,0,John 's death resulted from him not being able to breathe.,Not being able to inhale air caused the end of John 's life.,"As a result of the decision , Brown said CareFirst subscribers won 't have access to Blue Cross Blue Shield nationwide and to international service providers .","But if the trademark is withdrawn , subscribers won 't have access to Blue Cross Blue Shield nationwide and international service providers .",How much does it cost to get a master's degree in computer science in the USA?,I put the butterfly wing on the table and it broke.,B,A,M
3CVBMEMMXAF32M1DLPGKMNPBGYD7HQ,325,169,0.736842105263158,11,0,1,2226521,2226544,AMB,5,5,0,Not being able to take a breath resulted in John becoming dead.,Being unable to take a breath was the cause of the death of John.,A weak cold front could bring thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .,"As of today , forecasts show a weak cold front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .",How can you get a list of cell phone numbers and names?,"Paul tried to call George on the phone, but he wasn't successful.",B,A,M
3TL87MO8CLOI3BZ9UTTU27VZV35FL9,58,96,0.733333333333333,9,1,1,3326118,3325997,MAB,5,4,0,Not being able to inhale air caused John 's life to end.,John 's inability to breathe caused him to die.,Ohio Attorney General Jim Petro hailed the appellate court ruling .,"Ohio Attorney General Jim Petro was pleased by the ruling , spokesman Mark Gribben said .",There is a shark swimming right below that duck!,Does your face get prettier when you lose a lot of weight?,M,B,A
3QI9WAYOGPA9OV1OD9NRKNWHUYAS6X,40,142,0.7222222222222221,15,1,1,1933212,1933374,MBA,5,5,0,Being unable to take a breath caused John to die.,The cause of the end of the life of John was his inability to take a breath.,Certain to give Democrats hope was Bush 's hypothetical matchup with a generic Democrat ; the president prevailed 43 percent to 38 percent .,In a Bush hypothetical matchup with a generic Democrat ; the president prevailed 43 to 38 percent .,The trophy doesn't fit into the brown suitcase because it is too large.,What is the red velvet cake frosting made of?,M,A,B
39KV3A5D176SSVFTWJSJQ1WDP9US7W,253,371,0.7222222222222221,12,1,1,885713,885612,BAM,5,5,0,Being unable to breathe resulted in the death of John.,The death of John resulted from him not being able to inhale air.,""" It is wasting both water and money , "" Ortega said Tuesday .",""" It 's a waste of water and money , "" said Adan Ortega , a Metropolitan vice president .","Joe's uncle can still beat him at tennis, even though he is 30 years older.",How widely accepted are credit cards at small businesses and restaurants in Moldova?,M,A,B
3CVDZS288GZ29THUU5U92KAOV8VFMB,276,331,0.7222222222222221,10,1,1,2613350,2613441,BMA,5,5,0,Not being able to take a breath resulted in John 's death.,John 's inability to breathe resulted in him losing his life.,The report finds that 6.5 percent of American adults were diagnosed with diabetes in 2002 compared with 5.1 percent in 1997 .,"In a special section on diabetes , the report notes that 6.5 percent of American adults were diagnosed with diabetes in 2002 , compared to 5.1 percent in 1997 .",The large ball crashed right through the table because it was made of steel.,"If I remove a friend on Snapchat, how can I see the last saved messages?",B,A,B
3K2CEDRACA0CSYZVPPZYJOPPMH3MTQ,140,89,0.7142857142857142,15,1,1,2226521,2226544,ABM,4,5,0,The cause of the end of John 's life was his inability to inhale air.,Not being able to take a breath caused the end of the life of John.,A weak cold front could bring thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .,"As of today , forecasts show a weak cold front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .",Sam broke both his ankles and he's walking with crutches.,"What was life like for humans that lived 200,000 years ago?",M,A,M
3YLTXLH3DE5S8S5DHBA1M9GWGSJHP7,212,381,0.7142857142857142,9,1,1,399715,399588,AMB,5,5,0,The end of John 's life was due to his inability to inhale air.,The loss of John 's life resulted from him not being able to breathe.,Total Information Awareness is now Terrorism Information Awareness .,The new name will be Terrorism Information Awareness .,Grant worked hard to harvest his beans so he and his family would have enough to eat that winter.,What are some awesome and interesting farewell party games for college students?,M,A,B
3GVPRXWRPGT3YHCXR7Y5MZQQGBS7IJ,31,100,0.7058823529411771,11,1,1,129865,129996,MAB,5,3,0,John became dead because he was not able to take a breath.,John 's inability to take a breath caused him to die.,"Nextel Partners Inc . NXTP.O , which provides wireless phone service , fell 59 cents , or 9.8 percent , to $ 5.41 .","Nextel Partners Inc . ( nasdaq : NXTP - news - people ) , which provides wireless phone service , fell 45 cents , or 7.5 percent , to $ 5.55 .","Jane knocked on the door, and Susan answered it.",How do you sync your Facebook contacts to your iPhone?,M,A,B
34ZTTGSNJWND846SHOPQME66LO5HQY,288,158,0.7058823529411771,9,1,1,420631,420719,MBA,5,5,2,John 's inability to breathe resulted in his death.,John 's inability to inhale air was the cause of his loss of life.,"Those reports were denied by the interior minister , Prince Nayef .","However , the Saudi interior minister , Prince Nayef , denied the reports .",Dan had to stop Bill from toying with the injured bird.,How far have African Americans advanced socially and economically since the Civil Rights era?,B,A,M
3M0556243RJ8RB2U6699FZZO0Y5FNB,340,136,0.7,15,1,1,3085148,3085019,BAM,5,4,0,John 's inability to inhale air resulted in his life ending.,The cause of the loss of John 's life was his inability to take a breath.,"They came despite what BA called a "" difficult quarter "" , which it said included unofficial industrial action at Heathrow .","BA said the second quarter , which included unofficial industrial action at Heathrow , had been difficult .","Tom said ""Check"" to Ralph as he took his bishop.",What is the main cause of overheating of mobile phones and how to get rid of it?,B,A,M
3FDWKV9VCM1RSBEKPUP8OKBR5VAMUH,294,188,0.7,12,0,1,3111198,3111209,BMA,5,4,0,John 's inability to take a breath resulted in his death.,Not being able to take a breath was the cause of John 's loss of life.,THE compact disc could be history within five years after scientists invented a replacement the size of a fingertip .,COMPACT discs could be history within five years after scientists made a fingertip-sized replacement .,"I sallied out for a bit of food, more to pass the time than because I wanted it.",Which is the best book for learning Python language for beginners?,B,M,A
3B623HUYJ3PWS9KC6OKP41S80T0S8J,398,357,0.6875,12,1,1,1353340,1353186,ABM,4,3,0,Being unable to breathe made John 's life end.,The end of the life of John resulted from his inability to breathe.,""" The European Union is basically absent , "" said Tito Barbini , regional minister for agriculture in Tuscany , Italy .","Tito Barbini , a regional minister for agriculture in Tuscany , Italy , criticized the absence Tuesday in Sacramento .",Joe paid the detective after he received the final report on the case.,Why do I get heartburn/stomach aches when I don't eat for extended periods of time?,B,A,B
3W0XM68YZOUGTQNJ2U28Y5EQ5THK1A,264,67,0.6875,8,1,1,1378004,1378107,AMB,5,3,0,Being unable to inhale air resulted in John 's death.,Being unable to take a breath caused the death of John.,"The upcoming second-quarter earnings season will be particularly important in offering investors guidance , they say .",They say second-quarter earnings reports will be key in giving investors that guidance .,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.",Why do professional bikers keep their motorcycle's headlamp on even during the day?,B,A,B
3G9UA71JVUTZTSW39PJ5Y05QTQH7JV,264,389,0.6842105263157899,14,0,1,3422952,3422979,MAB,4,5,0,Being unable to inhale air resulted in John 's death.,The end of John 's life resulted from him not being able to inhale air.,""" Until this site was reported , the earliest site in Bering land-bridge area was dated at about 11,000 years ago , "" Grayson said .",""" Until this site was reported , the earliest site in the Bering land bridge area was dated at about 11,000 years ago . """,Joe has sold his house and bought a new one a few miles away.,"What is your favourite Game of Thrones meme, joke or witty one-liner?",M,A,B
3IKMEYR0LVUNIB5FLY2M3OOVXZVK2R,1,244,0.6842105263157899,11,0,1,2636620,2636688,MBA,5,4,0,John died because he was unable to take a breath.,The loss of John 's life was the result of his inability to take a breath.,""" At least two of them were supposed to be in positions of leadership for the younger boys .",""" At least two of [ the suspects ] were supposed to be in positions of leadership , "" he said .",Dad said that his boss at the railroad company would not want anyone but him to work in the office.,What were the main and most important political causes of World War 1?,B,A,B
329E6HTMSV1C3T1YPYGRMYTN3DVK32,126,387,0.6842105263157899,8,1,1,1428179,1428273,BAM,5,4,0,The cause of John 's death was his inability to breathe.,The end of John 's life resulted from him not being able to breathe.,"But a senior State Department official said : "" We 'll decide how to keep the proper incentives there for countries to sign and for countries that have signed to ratify . """,""" We 'll decide how to keep the proper incentives there for countries to sign and for countries that have signed to ratify , "" the official said .","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.",Which is a good inpatient drug and alcohol rehab center near Mitchell County IA?,B,A,B
3XD2A6FGFMTW6E3MBGQ34XNJKZIS98,58,134,0.666666666666667,13,1,1,1318419,1318680,BMA,2,3,2,Not being able to inhale air caused John 's life to end.,The cause of John 's loss of life was his inability to inhale air.,"Sen. Richard Shelby , R-Ala . , chairman of the Senate Banking Committee , wasn 't rushing to endorse the legislation .","Sen. Richard Shelby , a Republican from Alabama , chairman of the Senate Banking Committee , wasn 't rushing to endorse the legislation , said committee spokesman Andrew Gray .",Jim comforted Kevin because he was so upset.,How should I convince a startup investor that he should invest in my idea?,B,A,M
3IZPORCT1E8DK5LSU3EQR4GBHA7HRZ,22,334,0.666666666666667,11,1,1,2482005,2481972,ABM,5,5,0,John 's life ended because he was not able to take a breath.,John 's inability to take a breath resulted in him dying.,The State Court of Appeals did not explain the reason for keeping the lower court 's unanimous opinion from July .,The State Court of Appeals did not explain its reasons for not disturbing the Appellate Division 's unanimous opinion issued in July .,"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.",What are some ways to cancel my People magazine subscription?,B,A,A
32FESTC2NGPEJP2TC5VULO6FBH6CUP,426,159,0.666666666666667,10,1,1,1806953,1806923,AMB,5,5,0,John 's inability to take a breath made his life end.,John 's inability to inhale air was the cause of the loss of his life.,Igen 's stock closed $ 4.70 or nearly 13.7 percent higher at $ 39.10 on the Nasdaq market .,"The company 's shares surged $ 4.70 , or 13.7 percent , to $ 39.10 on the Nasdaq Stock Market yesterday .","There is a pillar between me and the stage, and I can't see around it.",What circumstances make the death penalty justified in Georgia?,B,A,B
3UEDKCTP9UPU4C2LRAJHZF538FH7KU,72,57,0.666666666666667,7,1,1,2274833,2274855,MAB,3,2,2,Being unable to inhale air caused John 's death.,Not being able to inhale air caused John to lose his life.,""" In fact , I was physically sick several times at this stage , because he looked so desperate , "" she said .","Speaking about the day before he was found dead , she said : "" I was physically sick several times at this stage because he looked so desperate .","Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",How can you use tempura batter with soda water?,M,A,B
379OL9DBSRDT20FVAMISMJBK1KE9Y3,364,262,0.65,14,1,1,1144182,1144129,MBA,5,3,0,John 's death resulted from him not being able to take a breath.,Being unable to take a breath resulted in the end of John 's life.,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act .,"In a news release Thursday , Strayhorn said this was the first time a comptroller rejected a budget .","Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs.",What's the deal with skeletons being banned in video games in China?,B,A,B
3R16PJFTS2QXLPK2PCLAW3LTHDRK4N,375,79,0.647058823529412,13,0,1,629307,628981,BAM,5,4,0,John 's loss of life resulted from him not being able to breathe.,Not being able to breathe caused the death of John.,""" The lies and deceptions from Saddam have been well documented over 12 years . ""","It has been well documented over 12 years of lies and deception from Saddam . """,Bill passed the half-empty plate to John because he was hungry.,Why doesn't the United States have a mixed population like Mexico?,B,A,B
3DZKABX2ZH4EW4RTHV5ZHA8YPOFCVE,68,427,0.647058823529412,9,0,1,1007748,1007879,BMA,5,4,0,Being unable to take a breath caused John 's loss of life.,John 's inability to take a breath made him become dead.,"He said it was a movie "" meant to inspire , not offend "" .","He said yesterday that the film is "" meant to inspire , not offend . """,Sara borrowed the book from the library because she needs it for an article she is working on.,Is it normal for my partner to constantly bring up my past relationships in discussions or arguments?,B,A,M
3KA7IJSNW54IHF2RHJ050YDYLFEPBZ,64,44,0.6428571428571429,7,1,1,271886,271879,ABM,4,5,0,Being unable to breathe caused the end of John 's life.,Being unable to inhale air caused John to die.,"The GameCube , which badly underperformed expectations in the last fiscal year , trails both Sony 's PlayStation 2 and Microsoft Corp. ' s MSFT.O Xbox .","The GameCube , a major disappointment in the last fiscal year , trails both Sony 's PlayStation 2 and Microsoft ' Xbox .","John promised Bill to leave, so an hour later he left.",Who is your favorite classical composer and what is your favorite classical piece?,M,A,B
3JTPR5MTZRBFH8O23H4K1VR7H9MK5S,192,235,0.631578947368421,13,1,1,1705093,1704989,AMB,5,4,0,Not being able to inhale air was the cause of John 's death.,John 's death was the result of his inability to take a breath.,"Robert B. Willumstad , 57 , Citigroup 's president , was named chief operating officer .","And Robert B. Willumstad , 57 , who is currently president of Citigroup , was named chief operating officer .","When Fred first saw my father, he was twelve years old.",I want to start blogging and want to create a cool blog but I don't know what to write about.,B,A,B
3RZS0FBRWJ91RKUXVJW0BIJG30EPC6,297,125,0.631578947368421,9,1,1,1245861,1245663,MAB,5,4,0,John 's inability to take a breath resulted in the loss of his life.,John 's inability to inhale air caused the end of the life of him.,The Ottoman Dignity will carry the oil to a Turkish refinery on the Aegean coast .,The cargo was to be taken to a Turkish refinery on the Aegean coast .,Mark heard Steve's feet going down the ladder.,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Port Arthur?",B,A,M
3X52SWXE0W4RBTRY75AV3CRCWXHCWO,424,54,0.625,9,1,1,228853,228814,MBA,5,3,0,John 's inability to take a breath made him die.,Not being able to take a breath caused John 's life to end.,Happy Family has ex-Night Court star Larroquette and Christine Baranski as a couple whose children move back home after college .,Happy Family has ex-Night Court star Larroquette and Christine Baranski as a couple with grown children who won 't leave their lives .,Billy cried because Toby wouldn't accept his toy.,"The technology-laced Nasdaq Composite Index .IXIC lost 2 points, or 0.18 percent, to 1,649.",B,A,B
33NKDW9FFWH60TWOHA6H5V5J5ZNCXH,90,408,0.615384615384615,5,1,1,2885844,2885779,BAM,5,1,2,Not being able to inhale air caused John 's death.,Not being able to breathe made John die.,Forecasters predict the storm will reach Earth at 3 p.m. eastern time Friday and could last up to 18 hours .,"It is expected to reach Earth about 3 p.m. EDT Friday , and its effects could last 12 to 18 hours .","The film is the second of a trilogy, which will wrap up in November with The Matrix Revolutions.",McGill also said a dark glove was stuffed into a hole that had been cut in the Caprice's trunk.,B,M,A
3RSBJ6YZEBPQ9W267L9MUOZTQ8AFOQ,75,219,0.6111111111111109,11,1,1,1811569,1811633,BMA,5,2,0,Being unable to inhale air caused the loss of John 's life.,The result of John 's inability to breathe was the loss of his life.,"Ricky Clemons ' brief , troubled Missouri basketball career is over .","Missouri kicked Ricky Clemons off its team , ending his troubled career there .","MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found.",A girl on Facebook doesn't accept my friend request but still talks to me through messages.,B,A,B
3ZXNP4Z39QK5OIK3CAVIEFIIXFM7LX,327,192,0.6111111111111109,7,1,1,2179041,2179199,ABM,5,4,0,Not being able to inhale air resulted in John losing his life.,Not being able to inhale air was the cause of John 's death.,"Full classes of 48 each are booked through the end of next month , he said , and the agency plans to double its classes in January .","Full classes of 48 are booked through September , he said , and the Transportation Security Administration plans to double its classes in January .",McGill also detailed the hole that had been cut in the Caprice's trunk.,The euro's rise against the yen and speculation of Japanese intervention helped the dollar firm to 117.25 yen.,B,A,B
3IVKZBIBJZ8PLKL59SEVHEL73CQHSN,354,382,0.6,8,1,1,2274833,2274855,AMB,5,3,0,The end of John 's life resulted from his inability to breathe.,The loss of John 's life resulted from him not being able to take a breath.,""" In fact , I was physically sick several times at this stage , because he looked so desperate , "" she said .","Speaking about the day before he was found dead , she said : "" I was physically sick several times at this stage because he looked so desperate .","The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970.","The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours.",B,A,B
3EQVJH0T4ZKQ0KYKYSJLRJHT5V4HTC,238,145,0.588235294117647,12,1,1,1788267,1788246,MAB,5,3,0,The death of John was the result of his inability to take a breath.,John 's inability to breathe was the cause of the death of him.,"Shares of Halliburton fell 71 cents , or 3 percent , to close at $ 21.59 yesterday on the New York Stock Exchange .","Halliburton shares fell 54 cents , or 2.4 percent , to $ 21.76 a share in midday New York Stock Exchange trade .",The three grocery chains were relying on store managers and replacement workers to keep their stores open.,"The broader Standard & Poor's 500 Index <.SPX> shed 2.38 points, or 0.24 percent, at 995.10.",M,A,B
391FPZIE4BL50XD9YX9VWF3VO9BHU3,260,265,0.588235294117647,7,1,1,246694,246679,MBA,5,4,0,Being unable to take a breath resulted in John 's loss of life.,Being unable to inhale air resulted in the death of John.,"Net profit was $ 275m , or 23 cents per American Depositary Receipt , for the period ending March 31 .","News Corp. posted net profit of $ 275 million , or 21 cents per American Depositary Receipt , for the fiscal third quarter ended March 31 .","Volume was moderate at 827.68 million shares, up from 798.95 million at the same point Tuesday.","On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",M,A,B
3JYPJ2TAYH78UWE7MLM1JO4J0D6FP7,298,242,0.578947368421053,12,1,1,1516698,1516745,BAM,5,3,0,John 's inability to take a breath resulted in the end of his life.,John 's loss of life was the result of his inability to inhale air.,It estimated on Thursday it has a 51 percent market share in Europe .,Boston Scientific said it has gained 51 percent of the coated-stent market in Europe .,"The technology-laced Nasdaq Composite Index was up 7.60 points, or 0.46 percent, at 1,653.62.","Both studies are published on Thursday in Nature, the British weekly science journal.",B,A,M
3I7SHAD35LVPU02OCMWXESX7XKC7MZ,62,307,0.5714285714285711,5,1,1,261957,261729,BMA,4,0,0,Being unable to breathe caused John 's loss of life.,Being unable to breathe resulted in John losing his life.,"Australia , Chile , Colombia , El Salvador , Honduras , Mexico , New Zealand , Peru and Uruguay will also support the challenge .","Nine other countries , including Australia , Chile , Colombia , El Salvador and Mexico , are supporting the case .","On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.","Next week, John S. Reed, the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange, will take up his position.",B,A,B
3PCPFX4U4ZPTU8FMMY1QJTUT59SFQY,144,301,0.5625,7,1,1,2341131,2341082,ABM,5,2,0,John 's inability to breathe was the cause of his death.,John 's inability to inhale air resulted in the death of him.,"A few miles further east is Tehuacan , where corn may first have been domesticated 4,000 years ago .","A few miles west are the pyramids of Teotihuacan , where corn may first have been domesticated 4,000 years ago .",The findings are published in the November 6 edition of the journal Nature.,Kodak expects earnings of 5 cents to 25 cents a share in the quarter.,M,A,B
3GKAWYFRAOSBWC0BVFRBVO1YO0QPD6,135,235,0.555555555555556,12,1,1,3368636,3368671,AMB,5,4,0,The cause of the loss of John 's life was his inability to breathe.,John 's death was the result of his inability to take a breath.,Today 's barrage could have been a show of force as the military steps up security against threats of intensified attacks over the Christmas holiday by Baghdad 's 14 identified guerrilla cells .,Kimmitt said the operation was a show of force as the military steps up security against threats of attacks over the Christmas holiday by Baghdad 's 14 identified guerrilla cells .,"He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .","She, in turn, occasionally told John that she was still sleeping with an ex-boyfriend, ""Baywatch"" hunk Michael Bergin.",B,A,B
3BCRDCM0OCTB0COG80EPT157D4XK68,388,263,0.55,15,1,1,618359,617945,MAB,2,4,0,The end of John 's life resulted from him not being able to take a breath.,Being unable to take a breath resulted in the end of the life of John.,"Buoyed by some of the advice imparted by Nicklaus , Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry .","Buoyed by advice imparted by Nicklaus , Howell shot an 8-under 64 on Thursday to enter today 's round with a one-stroke lead over Kenny Perry .","During a screaming match in 1999, Carolyn told John she was still sleeping with Bergin.",The New Democrats also renewed their commitment to no health-care privatization and no premiums.,M,A,B
3PUOXASB562T7QP068KB0QKM7EI9ZU,80,290,0.5333333333333329,6,1,1,1924385,1924800,MBA,5,5,2,Not being able to breathe caused John 's loss of life.,John 's inability to breathe resulted in his loss of life.,Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am .,"Earlier , Captain Robert Ramsey of the First Armoured Division said a truck had exploded outside the buildings at around 11am .",Albertsons and Kroger's Ralphs chain locked out their workers in response.,"Short workers had worse hearing than expected by age -- three times more often than taller workers, writes Barrenas.",B,A,B
3SCKNODZ0WFVCINOONBXR7M72AM7NZ,193,229,0.529411764705882,10,1,1,770328,770414,BAM,5,1,0,Not being able to inhale air was the cause of the death of John.,The result of John 's inability to inhale air was the death of him.,The Herald reported on Tuesday that internet developer Bruce Simpson was building a missile from parts ordered over the internet and shipped through Customs .,A home handyman is building a missile in his garage with parts bought over the internet and shipped through Customs .,"On health care, the NDP says there will be no privatization and no health-care premiums.",That is up from $1.14 billion during the same quarter last year.,M,A,B
3UEDKCTP9UPU4C2LRAJHZF538FHK77,188,235,0.526315789473684,14,1,1,3298856,3298813,BMA,5,3,0,Not being able to take a breath was the cause of John 's loss of life.,John 's death was the result of his inability to take a breath.,"Nicholas is the uncle of Louima , the Haitian immigrant who was sexually tortured by NYPD cops in 1997 .","Mr. Nicolas is an uncle of Abner Louima , who was tortured by New York City police officers in 1997 .","Among the workers, the researchers found short workers had worse hearing than expected for their age.",The show does not present a balanced portrayal of the Reagans for CBS and its audience.,B,A,B
3L55D8AUF9WV0YMYM6SJO9CS75HCYN,254,374,0.5,12,1,1,1401043,1401108,ABM,5,5,0,Being unable to breathe resulted in John 's loss of life.,John 's loss of life resulted from him being unable to inhale air.,"The traditional Mediterranean diet puts the emphasis on vegetables , legumes , fruits , nuts , cereals and olive oil .","The traditional Mediterranean diet contains many components , including a high intake of fruits and vegetables , nuts and cereals , and olive oil .",Net revenue rose to $3.99 billion from $3.85 billion during the same quarter last year.,Can someone provide a gigantic family tree from Adam and Eve to Jesus to 2016?,B,A,B
3KLL7H3EGC05DC293NJ0S15E2GKHVS,90,194,0.5,7,1,1,1334303,1334069,AMB,5,5,0,Not being able to inhale air caused John 's death.,Not being able to inhale air was the cause of John 's loss of life.,The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones .,The dead cavalrymen are honored with a hilltop granite obelisk and white headstones .,"They said they had concluded that the film failed ""to present a balanced portrayal"" of the Reagans.",California's lost tax revenue was mostly due to international corporate tax shelters.,B,A,M
3W0KKJIARQ8Y4Q741FBNDF1YJZNK8U,330,339,0.5,5,1,1,2240133,2240383,MAB,5,3,0,John 's inability to breathe resulted in him dying.,John 's inability to inhale air resulted in him losing his life.,Mr. Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association .,Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association .,The research firm earlier had forecast an increase of 4.9 percent.,But they don't realize that until it's too late (of course) because they're potential victims.,B,A,B
3QX22DUVONGR5Q3KUKZDK6DAJ2JMV6,356,374,0.470588235294118,8,1,1,361266,361184,MBA,5,4,0,The end of John 's life resulted from his inability to inhale air.,John 's loss of life resulted from him being unable to inhale air.,That was 4 cents higher than the expectations of analysts surveyed by Thomson First Call .,The per-share earnings were also 4 cents per share higher than the expectations of analysts surveyed by Thomson First Call .,A 32-count indictment strikes at one of the very top targets in the drug trafficking world.,Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.,M,A,B
3126F2F5F72GOIEBRA2V16JJOCRPEZ,210,203,0.4666666666666671,5,1,1,262371,262926,BAM,3,1,1,The end of John 's life was due to his inability to breathe.,The death of John was due to his inability to inhale air.,"Dean aides estimated the plan would cost about $ 88 billion annually , and Dean said he would pay for it by eliminating portions of Bush 's tax cuts .",Dean said his plan would cost about $ 88 billion annually -- to be paid for by eliminating some of Bush 's tax cuts .,FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.,Mr Bush arrives on Tuesday on the first state visit by an American President.,A,A,M
3I7KR83SN9CYIVQE67H1DBW9355K9J,125,242,0.4375,11,1,1,1670781,1670669,BMA,5,2,0,John 's inability to inhale air caused the end of the life of him.,John 's loss of life was the result of his inability to inhale air.,"Gehring waived extradition Monday during a hearing in San Jose , and authorities said they expected him back in New Hampshire on Tuesday .",Gehring waived extradition Monday during a hearing in Santa Clara County Superior Court in San Jose and was expected Tuesday in New Hampshire .,"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.",Klarman was charged with 16 counts of wire fraud.,A,M,B
