,Source File,Sentence Pair,Word Counts,Gold Standard Value,Edit Distance,Jaccard Distance,BLEU Metric Score
771,train-STS,"[""In two weeks, he'll probably send out Peace Rules in the Preakness."", 'Frankel said Peace Rules will run in the Preakness Stakes on May 17.\n']","[12, 13]",3.6,14,0.7391304347826086,0.782608695652174
772,train-STS,"['If convicted of the spying charges, he could face the death penalty.', 'The charges of espionage and aiding the enemy can carry the death penalty.\n']","[12, 13]",3.6,9,0.7,0.76
773,train-STS,"['The technology-laced Nasdaq Composite Index was up 7.60 points, or 0.46 percent, at 1,653.62.', ""The broader Standard & Poor's 500 Index <.SPX> shed 2.38 points, or 0.24 percent, at 995.10.\n""]","[14, 16]",0.8,13,0.7241379310344828,0.7096774193548387
774,train-STS,"['Hilsenrath and Klarman each were indicted on three counts of securities fraud.', 'Klarman was charged with 16 counts of wire fraud.\n']","[12, 9]",1.4,8,0.7222222222222222,0.5026639761869571
775,train-STS,"[""Entrenched interests are positioning themselves to control the network's chokepoints and they are lobbying the FCC to aid and abet them."", 'It may be dying because entrenched interests are positioning themselves to control the Internet\'s choke-points and they are lobbying the FCC to aid and abet them.""\n']","[21, 26]",3.2,9,0.42857142857142855,0.8048780487804879
776,train-STS,"['But church members and observers say they expect that the decision could be problematic for many Episcopalians.', 'But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.\n']","[17, 25]",3.8,12,0.5172413793103449,0.6306818181818182
777,train-STS,"['Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.', ""Steve Squyres, a Cornell University scientist, is principal investigator for the missions' science instruments.\n""]","[18, 14]",4.2,17,0.6153846153846154,0.7667635629387582
778,train-STS,"['The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.', 'The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded.\n']","[23, 23]",3.0,7,0.32142857142857145,0.896
779,train-STS,"[""The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes."", 'The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields.\n']","[25, 17]",3.6,18,0.625,0.56735607869132
780,train-STS,"['Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.', 'Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.\n']","[14, 18]",3.0,12,0.56,0.7227722772277227
781,train-STS,"[""One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania."", 'Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.\n']","[20, 15]",3.0,13,0.5555555555555556,0.6292719084490697
782,train-STS,"['Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.', 'Shevaun Pennington disappeared on Saturday morning after arranging to meet 31-year-old Toby Studabaker.\n']","[17, 13]",3.0,13,0.6666666666666666,0.7602005188204823
783,train-STS,"['Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.', 'While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.\n']","[21, 20]",4.8,21,0.28,0.8939288968079904
784,train-STS,"['The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86.', 'The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.\n']","[15, 23]",2.5,16,0.6333333333333333,0.5845070422535211
785,train-STS,"['Peace Rules defeated Funny Cide in the Louisiana Derby.', 'But neither he nor Peace Rules could keep Funny Cide from drawing away.\n']","[9, 13]",2.25,10,0.7368421052631579,0.6944444444444444
786,train-STS,"['Waksal has pleaded guilty to securities fraud and is to be sentenced next week.', 'Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.\n']","[14, 18]",3.5,11,0.625,0.7142857142857143
787,train-STS,"['He allowed two runs in seven innings and struck out six.', 'Zambrano pitched seven innings and allowed two runs on five hits and four walks.\n']","[11, 14]",3.5,11,0.631578947368421,0.654320987654321
788,train-STS,"['Still, he said, ""I\'m absolutely confident we\'re going to have a bill.""', '""I\'m absolutely confident we\'re going to have a bill,"" Frist, R-Tenn., said Thursday.\n']","[12, 13]",3.0,13,0.23809523809523808,0.7790697674418605
789,train-STS,"['Boeing said the final agreement is expected to be signed during the next few weeks.', 'The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said.\n']","[15, 19]",3.0,16,0.6428571428571429,0.6846846846846847
790,train-STS,"['Shares in EDS closed on Thursday at $18.51, a gain of 6 cents.', 'Shares of EDS closed Thursday at $18.51, up 6 cents on the New York Stock Exchange.\n']","[13, 16]",3.667,11,0.4090909090909091,0.6904761904761905
791,train-STS,"['Nationally, the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile, including 284 deaths.', 'There were 293 human cases of West Nile in Indiana in 2002, including 11 deaths statewide.\n']","[18, 16]",1.667,18,0.7241379310344828,0.5798303346920436
792,train-STS,"[""A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters."", ""The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters, rejecting librarians' complaints that the law amounts to censorship.\n""]","[20, 26]",3.6,20,0.5588235294117647,0.694300518134715
793,train-STS,"['The weakness exists in the way that VBA looks at the properties of documents passed to it when the document is opened by a host application.', ""The vulnerability exists in the way Microsoft's Visual Basic for Applications checks document properties passed to it when a document is opened.\n""]","[26, 22]",3.8,15,0.5454545454545454,0.8482758620689655
794,train-STS,"['Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken.', 'Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken.\n']","[17, 15]",3.4,10,0.5217391304347826,0.7139007178154544
795,train-STS,"['Consumers still would have to get a descrambling security card from their cable operator to plug into the set.', 'To watch pay television, consumers would insert into the set a security card provided by their cable service.\n']","[19, 18]",3.4,19,0.6551724137931034,0.8363636363636363
796,train-STS,"['However, we have decided to opt for the European consortium\'s engine as the best overall solution and due to the substantial price efforts made"".', 'However, we have decided to opt for the European consortium\'s engine as the best overall solution.""\n']","[24, 16]",3.8,9,0.24,0.6312518701055556
797,train-STS,"[""The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research."", ""The U.S. Food and Drug Administration rejected ImClone's original application in December 2001, saying the trial had been sloppily conducted.\n""]","[15, 20]",2.8,12,0.5862068965517241,0.7464788732394366
798,train-STS,"['Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to.', 'House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to civil liberties complaints.\n']","[20, 15]",3.75,12,0.30434782608695654,0.7719997497953532
799,train-STS,"['The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium.', 'The Dodgers won their sixth consecutive game and seventh in their last nine as they beat Colorado 3-2 on Wednesday in front of a crowd of 25,332 at Dodger Stadium.\n']","[29, 30]",4.4,9,0.37142857142857144,0.9104477656401586
800,train-STS,"['So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.', 'So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.\n']","[16, 13]",3.75,13,0.35,0.7762327161443955
801,train-STS,"['The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent.', 'The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.\n']","[20, 20]",2.75,10,0.4074074074074074,0.8661417322834646
802,train-STS,"[""On Thursday, a Washington Post article argued that a 50 basis point cut from the Fed was more likely, contrary to the Wall Street Journal's line."", 'On Thursday, a Post article argued that a 50 basis point cut from the Fed was more likely.\n']","[26, 18]",3.75,10,0.2962962962962963,0.5463713372265465
803,train-STS,"['Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.', 'Heatley underwent surgery Saturday for a broken jaw and an MRI found two torn ligaments in his right knee.\n']","[14, 19]",2.25,14,0.6666666666666666,0.6822429906542056
804,train-STS,"['Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.', 'Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.\n']","[19, 15]",3.8,10,0.6296296296296297,0.747844919755263
805,train-STS,"['Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.', 'In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.\n']","[18, 17]",3.2,16,0.6538461538461539,0.7677021956278316
806,train-STS,"['Excluding the charges, analysts, on average, expected a loss of 11 cents a share.', 'Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.\n']","[14, 23]",3.8,15,0.7333333333333333,0.5447761194029851
807,train-STS,"['Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.', 'A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.\n']","[23, 25]",4.8,23,0.6923076923076923,0.8588957055214724
808,train-STS,"['Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.', 'He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.\n']","[26, 21]",4.0,13,0.625,0.7443427595372382
809,train-STS,"['Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.', 'In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.\n']","[23, 28]",1.4,24,0.675,0.7127659574468085
810,train-STS,"['The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.', 'The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.\n']","[25, 26]",4.2,18,0.5555555555555556,0.8620689655172413
811,train-STS,"['The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.', 'An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war.\n']","[19, 22]",1.8,13,0.6206896551724138,0.7777777777777778
812,train-STS,"['Former company chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors.', ""Last week, former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government's investigation.\n""]","[24, 23]",4.2,12,0.46875,0.8404907975460123
813,train-STS,"[""The company didn't detail the costs of the replacement and repairs."", 'But company officials expect the costs of the replacement work to run into the millions of dollars.\n']","[11, 17]",2.0,12,0.7142857142857143,0.61
814,train-STS,"['Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge.', 'Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York.\n']","[18, 14]",2.6,15,0.6551724137931034,0.5779478026196813
815,train-STS,"['""I felt that if I disagreed with Rosie too much I would lose my job,"" she said.', 'Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job.""\n']","[17, 18]",3.25,8,0.30434782608695654,0.8636363636363636
816,train-STS,"[""The device plays Internet radio streams and comes with a 30-day trial of RealNetworks' Rhapsody music service."", ""The product also streams Internet radio and comes with a 30-day free trial for RealNetworks' Rhapsody digital music subscription service.\n""]","[17, 20]",5.0,8,0.36,0.782608695652174
817,train-STS,"['The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.', 'The dollar dropped to $1.1564 per euro at 7:30 a.m. in London from $1.1486 on Friday.\n']","[22, 16]",3.0,20,0.48148148148148145,0.6795841921663548
818,train-STS,"['The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful"".', 'The European Commission, the EU\'s powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful.""\n']","[23, 19]",3.75,13,0.41935483870967744,0.7949492799442572
819,train-STS,"[""Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices."", ""The director of the Office of Medical Access, Cindy Cripps-Prawak, left her job after the department introduced a plan to distribute marijuana through doctors' offices.\n""]","[20, 25]",4.25,15,0.46875,0.7751479289940828
820,train-STS,"[""During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion."", 'Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.\n']","[21, 23]",4.75,24,0.3333333333333333,0.8854961832061069
821,train-STS,"['Last year, he made an unsuccessful bid for the Democratic nomination for governor.', 'He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.\n']","[13, 19]",3.25,18,0.68,0.6147540983606558
822,train-STS,"[""The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005."", ""Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005.\n""]","[26, 30]",3.75,22,0.5909090909090909,0.8
823,train-STS,"['He was taken to a hospital for precautionary X-rays on his neck.', ""Harvey was taken to St. Luke's Hospital for precautionary neck X-rays, which came back negative.\n""]","[12, 15]",3.25,11,0.6521739130434783,0.6494845360824743
824,train-STS,"['During the hearing, Morales expressed ""sincere regrets and remorse"" for his actions.', 'Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.\n']","[12, 14]",3.8,10,0.5217391304347826,0.8152173913043478
825,train-STS,"[""The bill says that a woman who undergoes such an abortion couldn't be prosecuted."", 'A woman who underwent such an abortion could not be prosecuted under the bill.\n']","[14, 14]",5.0,10,0.5238095238095238,0.8639252189079034
826,train-STS,"['U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.', 'FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.\n']","[25, 23]",3.6,20,0.3333333333333333,0.888235294117647
827,train-STS,"['Site Finder has been visited 65 million times since its introduction, Galvin said.', 'Through Sunday, Sept. 21, Site Finder has been visited over 65 million times by Internet users.\n']","[13, 16]",3.8,13,0.5652173913043478,0.7083333333333334
828,train-STS,"['There are 103 Democrats in the Assembly and 47 Republicans.', 'Democrats dominate the Assembly while Republicans control the Senate.\n']","[10, 9]",2.0,9,0.6666666666666666,0.7285714285714285
829,train-STS,"['Mr Pollard said: ""This is a terrible personal tragedy and a shocking blow for James\'s family.', 'Nick Pollard, the head of Sky News said: ""This is a shocking blow for James\'s family.\n']","[16, 16]",3.4,12,0.46153846153846156,0.7932018485150534
830,train-STS,"['""I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California,"" Schwarzenegger said after meeting with congressional Republicans.', '""I came to Washington basically to establish relationships and make sure we are getting more federal money,"" Schwarzenegger said after one meeting.\n']","[28, 22]",4.2,10,0.2,0.7181304714650665
831,train-STS,"['The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.', 'Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.\n']","[27, 20]",3.4,22,0.5757575757575758,0.7040938907379272
832,train-STS,"['""They were tossed around like feathers,"" Gordon said.', '""The concrete barriers (between lanes) were being tossed around like feathers.""\n']","[8, 11]",3.0,12,0.6,0.5875
833,train-STS,"['Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.', 'Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.\n']","[12, 12]",3.0,9,0.5789473684210527,0.8762670077494449
834,train-STS,"['""IT is the only vehicle on which established economies will be able to compete,"" Barrett said.', '""IT is the only vehicle on which established economies will be able to compete"" with fast-growing economies such as China and India, Barrett said.\n']","[16, 24]",3.25,10,0.25925925925925924,0.6394557823129252
835,train-STS,"['Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.', 'Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.\n']","[16, 17]",2.75,17,0.56,0.8376068376068376
836,train-STS,"['Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.', 'Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.\n']","[11, 14]",2.6,7,0.47058823529411764,0.75
837,train-STS,"['Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.', 'The company has publicly identified Linux as one of its biggest competitive threats.\n']","[17, 13]",3.4,12,0.5238095238095238,0.6708225460753858
838,train-STS,"['Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date.', 'BAT also said Antonio Monteiro de Castro, director for Latin America and the Caribbean, would become chief operating officer on January 1, 2004.\n']","[24, 23]",3.6,20,0.5945945945945946,0.8140357328418868
839,train-STS,"['""Spin and manipulative public relations and propaganda are not the answer,"" it said.', 'The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate.\n']","[13, 20]",3.6,15,0.5384615384615384,0.6507936507936508
840,train-STS,"['Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.', 'The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway.\n']","[21, 25]",4.8,7,0.32142857142857145,0.8082191780821918
841,train-STS,"['On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.', ""The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.\n""]","[26, 26]",4.0,20,0.5263157894736842,0.8982035928143712
842,train-STS,"['The new system costs between $1.1 million and $22 million, depending on configuration.', 'The system is priced from US$1.1 million to $22.4 million, depending on configuration.\n']","[13, 13]",3.6,7,0.5238095238095238,0.8505747126436781
843,train-STS,"['Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.', 'Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North.\n']","[25, 28]",3.4,22,0.5714285714285714,0.8914285714285715
844,train-STS,"['Dusty had battled kidney cancer for more than a year.', 'Dusty had surgery for cancer in 2001 and had a kidney removed.\n']","[10, 12]",2.4,8,0.5625,0.746031746031746
845,train-STS,"['According to SunnComm\'s Peter Jacobs, ""MediaMax performs exactly as \'advertised\' to the companies who purchased it.', '""MediaMax performs EXACTLY as ""advertised"" to the companies who purchased it,"" Jacobs said in the statement.\n']","[16, 16]",4.222,18,0.5,0.824880408797607
846,train-STS,"['Kadyrov was not injured, but four of his bodyguards were among those killed.', 'But Itar-Tass news agency said four of his bodyguards were among those killed by the bomb.\n']","[13, 16]",3.0,9,0.6086956521739131,0.7472527472527473
847,train-STS,"['The router will be available in the first quarter of 2004 and will cost around $200, the company said.', 'Netgear prices the WGT634U Super Wireless Media Router, which will be available in the first quarter of 2004, at under $200.\n']","[19, 21]",3.0,18,0.5666666666666667,0.736
848,train-STS,"['The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.', 'The commission estimated California lost $937 million to corporate tax shelters in 2001.\n']","[19, 13]",2.75,11,0.5416666666666666,0.7434643924153549
849,train-STS,"['The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.', 'U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved.\n']","[23, 27]",4.0,11,0.3103448275862069,0.7976878612716763
850,train-STS,"['VeriSign introduced its Site Finder service on Sept. 15.', 'The battle around VeriSign""s three-week-old Site Finder service rages on.\n']","[9, 10]",1.75,9,0.6470588235294118,0.6486486486486487
851,train-STS,"[""On Monday, as first reported by CNET News.com, the RIAA withdrew a DMCA notice to Penn State University's astronomy and astrophysics department."", ""Last Thursday, the RIAA sent a stiff copyright warning to Penn State's department of astronomy and astrophysics.\n""]","[22, 17]",1.75,17,0.59375,0.6995393704507107
852,train-STS,"['Druce is still being held at the prison and is now in isolation, she said.', 'Druce last night was held in isolation at the same prison.\n']","[15, 11]",4.5,13,0.6,0.7229309640366797
853,train-STS,"['The first health-care worker in the country to die of SARS was a Filipina-Canadian who contracted the disease at North York General Hospital, the site of the second outbreak.', 'Emile Laroza, 51, contracted SARS while working as a nurse at North York General Hospital, the epicentre of the second SARS outbreak.\n']","[29, 22]",3.25,19,0.6,0.6644102194724927
854,train-STS,"['Their leader, Abu Bakr al-Azdi, turned himself in in June; his deputy was killed in a recent shootout with Saudi forces.', 'Their leader, Abu Bakr al-Azdi, surrendered in June; his deputy was killed in a shoot-out with Saudi forces recently.\n']","[21, 19]",5.0,6,0.28,0.9248686276708622
855,train-STS,"[""After Freitas' opening statement, King County Superior Court Judge Charles Mertel recessed trial until after the Thanksgiving weekend."", 'King County Superior Court Judge Charles Mertel will then recess the trial until Monday.\n']","[18, 14]",3.0,13,0.56,0.5692488760860756
856,train-STS,"[""Google's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital, the paper noted."", ""Google's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.\n""]","[17, 17]",2.8,15,0.5925925925925926,0.8110236220472441
857,train-STS,"[""July 1st is the sixth anniversary of Hong Kong's return to Chinese rule."", ""The rally overshadowed ceremonies marking the sixth anniversary of Hong Kong's return to China on 1 July 1997.\n""]","[13, 18]",2.667,10,0.5416666666666666,0.6216216216216216
858,train-STS,"['Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld.', 'Palm said on Wednesday it plans to buy Handspring, a company created by renegade Palm co-founder Jeff Hawkins.\n']","[23, 18]",4.0,18,0.5862068965517241,0.7356714663723561
859,train-STS,"['""I\'m not going to be sponsoring it because it is not our proposal but I\'m not going to be negative about it"".', '""I\'m not going to be sponsoring it because it\'s not our proposal, but I\'m not responding to it in a negative way,"" he said.\n']","[22, 24]",4.4,10,0.38461538461538464,0.8306451612903226
860,train-STS,"['The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao.', 'The government recently shelved peace talks being brokered by neighbouring Malaysia after a spate of attacks on Mindanao, including three deadly bombings, that it blamed on the MILF.\n']","[23, 28]",4.25,15,0.25806451612903225,0.8142076502732241
861,train-STS,"['The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period.', 'That was up from the year-ago quarter, when the company earned $54.3 million, or 22 cents a share.\n']","[17, 18]",4.176,18,0.5185185185185185,0.8181818181818182
862,train-STS,"['Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham.', 'Along with Boston, Watertown, Saugus and Framingham also are going smoke-free Monday.\n']","[13, 12]",3.0,14,0.6190476190476191,0.7867120145051656
863,train-STS,"['He was tracked to Atlanta where he was arrested on Tuesday night.', 'He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.\n']","[12, 15]",2.5,13,0.6666666666666666,0.6071428571428571
864,train-STS,"['ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.', 'Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.\n']","[26, 22]",3.8,18,0.6756756756756757,0.7787656693597206
865,train-STS,"['The union had not yet revealed which chain would be targeted.', 'The union said it would reveal later which chain would be targeted.\n']","[11, 12]",4.6,5,0.5,0.8382352941176471
866,train-STS,"['Get it all out,"" says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City.', 'Innocent or not, ""she\'s damaged goods,"" said Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm in New York.\n']","[22, 22]",1.4,12,0.48484848484848486,0.8378378378378378
867,train-STS,"['The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server.', 'The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.\n']","[14, 17]",2.8,14,0.6190476190476191,0.7896298709553088
868,train-STS,"['Dixon was otherwise the class of the field at Pikes Peak International Raceway.', 'Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway.\n']","[13, 17]",2.8,10,0.6521739130434783,0.6422018348623854
869,train-STS,"['Turkish authorities have said all the suicide bombers were Turks.', 'Ankara says all four suicide bombers were Turkish.\n']","[10, 8]",4.2,6,0.5714285714285714,0.6854401857583836
870,train-STS,"['In April, it had forecast operating earnings in the range of 60 to 80 cents a share.', 'Kodak expects earnings of 5 cents to 25 cents a share in the quarter.\n']","[17, 14]",1.0,16,0.625,0.6783769096931851
871,train-STS,"['From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages.', 'Thousands of revellers, celebrating the decision, vowed to push for more legal rights, including same-sex marriages.\n']","[17, 16]",4.2,8,0.43478260869565216,0.8632478632478633
872,train-STS,"['By Sunday night, the fires had blackened 277,000 acres, hundreds of miles apart.', 'Major fires had burned 264,000 acres by early last night.\n']","[13, 10]",2.75,12,0.7619047619047619,0.6017412624544229
873,train-STS,"['Others with such a status are Egypt, Israel, and Australia.', 'Nations like Israel and Australia already have such status.\n']","[10, 9]",2.5,12,0.625,0.7833333333333333
874,train-STS,"[""The findings appear in Wednesday's Journal of the American Medical Association (news - web sites)."", ""The results are to be published in Wednesday's issue of The Journal of the American Medical Association.\n""]","[15, 17]",3.5,14,0.56,0.819047619047619
875,train-STS,"['Additionally, the h2210’s cradle has room to charge a second battery.', 'The cradle for the h2200 has space for recharging a second battery.\n']","[11, 12]",4.75,10,0.65,0.782524896105431
876,train-STS,"['U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 21 others, the military said.', 'U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 99 others during 1,729 patrols and 25 raids conducted over 24 hours.\n']","[18, 25]",3.0,11,0.4666666666666667,0.7207792207792207
877,train-STS,"['One of the 14 Kurds pointed at the word ""refugee"" in an English/Turkish dictionary.', 'One man had brandished an English-Turkish dictionary and pointed to the word ""refugee"".\n']","[14, 13]",3.5,12,0.5454545454545454,0.8522727272727273
878,train-STS,"['""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said.', 'Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.\n']","[21, 21]",4.0,10,0.4666666666666667,0.9131136540141694
879,train-STS,"['In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales.', 'In 2006, Asia Pacific will report growth of 7.9 percent to $81.8 billion.\n']","[16, 13]",2.0,11,0.64,0.6801810905336776
880,train-STS,"[""Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am, and that one of the compound's outer walls had collapsed."", 'Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am.\n']","[29, 20]",3.2,17,0.5588235294117647,0.5931651639039128
881,train-STS,"['They came despite what BA called a ""difficult quarter"", which it said included unofficial industrial action at Heathrow.', 'BA said the second quarter, which included unofficial industrial action at Heathrow, had been difficult.\n']","[18, 15]",3.6,15,0.5,0.817342019764457
882,train-STS,"['This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.', 'Later this year, the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions.\n']","[19, 21]",3.8,11,0.5172413793103449,0.8413793103448276
